stock__ticker,stock__share_type__company__name,stock__share_type__company__industry__industry_group__sector__name,stock__share_type__company__country__code,date,quality,growth,value,dividend,market_cap_usd,enterprise_value_usd,volume,profit_1m,profit_3m,profit_6m,profit_1y,profit_2y,profit_5y
NWF:AIM,NWF Group plc,Energy,GB,2022-12-01,69.83678707565045,68.8172234450993,54.30894764705882,75.69151101111112,165265522.4427927,188876699.48210362,28413.0,0.05003788132076033,0.25264695380629765,0.22428323230617958,0.20569791010685268,0.3265709328530772,0.8356123956218469
NWF:AIM,NWF Group plc,Energy,GB,2022-09-01,70.78088289185261,68.8172234450993,69.16894176470589,76.21936101111112,134848752.89209935,156959472.0881536,22723.0,-0.014318624155163941,-0.022643029158321074,-0.02987910183482417,-0.04562967586877012,0.08926553547141784,0.45061165014535925
NWF:AIM,NWF Group plc,Energy,GB,2020-10-01,73.59962076603081,46.925425120720305,76.71742941176471,65.47839683333333,114154441.56852594,164109145.85220656,34416.0,-0.13033383618982855,-0.04170590636230604,0.2147484522224123,0.21453399169669388,0.010738301498074716,0.08922442794878052
531900:BSE,CCL International Limited,Industrials,IN,2025-02-01,39.052511736736164,0.0,48.7083894117647,,6170213.190182277,7676984.332167747,2554.0,-0.11803326295240862,-0.14306825267840953,-0.11859436487788888,-0.24585694238363817,0.5335388905352576,3.2493513583826035
531900:BSE,CCL International Limited,Industrials,IN,2024-02-01,49.13955096468203,0.0,6.060102941176471,0.41877899999999996,8181754.281057256,9462177.3956319,9143.0,0.37622108560573875,0.5672779268365008,0.824627626072701,1.0334853911966662,0.27586189123631044,1.5293640963444841
531900:BSE,CCL International Limited,Industrials,IN,2022-12-01,45.62380226750069,12.669573450683117,57.59580764705882,,4103048.7400326817,4248335.07390252,5164.0,0.04256740339118268,-0.053489493105298366,-0.04678108240235181,0.027540419796934706,0.11073740547497982,-0.061981975643398406
531900:BSE,CCL International Limited,Industrials,IN,2021-07-01,43.93518206949493,9.699082590543687,42.20468941176471,,4583496.022412562,5034476.571969849,6372.0,0.04025593816537013,0.0430820014502875,0.12684674644583324,1.9389490049905038,0.9333402904321162,-0.7263106159094476
CPS:TSXV,Canadian Premium Sand Inc.,Energy,CA,2024-03-01,13.022016077391992,,18.843580588235294,,20927511.252121303,21409425.957352616,13000.0,0.15761264206677753,0.05795303622814143,-0.27167654822286696,-0.2247526545615528,-0.1968319406138301,-0.7479016786233069
CPS:TSXV,Canadian Premium Sand Inc.,Energy,CA,2023-03-01,24.599375751460396,,13.629617647058822,,25148479.098637953,22997764.24557997,3980.0,0.025953522644017603,-0.05080841452012516,0.2101012393307863,0.03601523321815689,0.40982981283164777,-0.7683608410537149
FIH.U:TSX,Fairfax India Holdings Corporation,Financials,CA,2024-11-01,41.8055658650496,100.0,12.76646375,,2034044327.0,2574999327.0,28037.0,0.014150943396226473,0.05244755244755245,0.01757944557133209,0.2336065573770493,0.5842105263157895,0.30303030303030304
FIH.U:TSX,Fairfax India Holdings Corporation,Financials,CA,2024-03-01,40.48688677705597,0.0,57.417795625,,1936198679.0,2385466678.0,52110.0,-0.03378378378378378,0.07357357357357361,0.06122448979591845,0.09410864575363431,0.2871287128712873,0.09243697478991603
FIH.U:TSX,Fairfax India Holdings Corporation,Financials,CA,2023-06-01,41.733822969371744,0.0,21.766046250000002,,1789705200.0,2204364199.0,11644.0,-0.0007692307692307529,-0.006120887528691665,0.01882352941176472,0.14955752212389375,0.052674230145867126,-0.24695652173913044
FIH.U:TSX,Fairfax India Holdings Corporation,Financials,CA,2023-03-01,35.52714116762824,100.0,37.542219375,,1806587680.0,2221490680.0,40608.0,-0.03542435424354246,0.025098039215686298,0.3215369059656218,0.1764176417641765,0.05573505654281094,-0.21876867901972505
FIH.U:TSX,Fairfax India Holdings Corporation,Financials,CA,2022-12-01,35.60261300416437,100.0,50.0851325,,1766590530.0,2352215530.0,30459.0,0.34210526315789475,0.2891809908998988,0.12831858407079638,0.0625,0.38888888888888895,-0.19507575757575757
SOU:TSXV,Southern Energy Corp.,Energy,CA,2024-11-01,32.40894048093637,100.0,68.71322583333334,,14332405.326824367,33446049.032628596,72429.0,-0.2025311133103947,-0.3076786023122934,-0.3330187942221649,-0.6178004714215634,-0.8820504220658795,-0.698030458938065
SOU:TSXV,Southern Energy Corp.,Energy,CA,2024-03-01,41.63039997008894,100.0,44.51204235294117,,20884353.27971667,39284669.81480115,306500.0,-0.20069603285865367,-0.2640326704499886,-0.5229994294699059,-0.6841584888954475,-0.6131080689542231,-0.8785849996310781
SOU:TSXV,Southern Energy Corp.,Energy,CA,2023-03-01,47.62635487713314,100.0,56.47191882352941,,55206527.07910451,27279416.350425087,103185.0,-0.23357622221454796,-0.44181063012973265,-0.49039854226043084,0.22495592708111348,0.7920401679337339,-0.1471472067778661
4985:TSE,Earth Corporation,Consumer Staples,JP,2024-11-01,65.18570795095715,28.571428571428573,62.00377117647059,54.650503,736142125.5729109,663613733.3847673,32200.0,-0.09181685256678909,0.05004185471303804,0.20316508229639327,0.055107426977677176,0.018344295140240743,-0.2650879866041019
4985:TSE,Earth Corporation,Consumer Staples,JP,2024-08-01,64.8387392453968,28.571428571428573,41.41998666666667,68.10462640000001,706826923.7998121,738392050.2002813,72400.0,0.08104797862044918,0.14582583246188952,0.02367286785566045,-0.06625924958065235,-0.16084429730154212,-0.14989942827389127
4985:TSE,Earth Corporation,Consumer Staples,JP,2024-03-01,67.28844057021108,6.944622722154189,51.42460588235294,49.552758,630846796.6959765,617177731.9477751,140400.0,-0.09338388138566242,-0.10644070532506009,-0.14212049184125594,-0.15106160237634278,-0.3717510957386709,-0.25480845789296214
4985:TSE,Earth Corporation,Consumer Staples,JP,2023-06-01,68.51793303866552,6.944622722154189,49.76103705882353,46.69350300000001,777950582.8212091,836882982.4210377,37900.0,-0.05551141715403331,0.017310366574336843,-0.10149519338726183,-0.10926624162935547,-0.35283477034214666,-0.22856150156477556
4985:TSE,Earth Corporation,Consumer Staples,JP,2023-03-01,71.21958498404646,19.330461779782986,58.95254764705883,22.1105126,762515122.5131656,708770242.4663546,85600.0,-0.12059264108636678,-0.11640237738312832,-0.06900380353483182,-0.26328664005609154,-0.35191707686913815,-0.19901089302342231
4985:TSE,Earth Corporation,Consumer Staples,JP,2022-12-01,70.93161576067854,19.330461779782986,38.04239705882353,21.8906138,885440875.5118755,751154523.0437049,31100.0,0.15018205308902988,0.05364271319327502,-0.008648866633657331,-0.2273095824684911,-0.2784304298204191,-0.11742489998686709
4985:TSE,Earth Corporation,Consumer Staples,JP,2022-09-01,70.94534332453547,19.330461779782986,52.26164823529412,18.714967625000003,840361980.1429366,740613046.461534,46500.0,-0.057737816353446575,-0.059120211288839326,-0.20868273926243533,-0.34546046584549905,-0.4540365831867512,-0.09031686207785498
CPE:NYSE,Callon Petroleum Company,Energy,US,2024-03-01,62.46527143293976,97.66607142857143,49.644307647058824,,2118953705.0,4109114705.0,985448.0,0.001571832756994678,0.016267942583731994,-0.2168141592920354,-0.19909502262443443,-0.45963364993215744,-0.5883720930232559
CPE:NYSE,Callon Petroleum Company,Energy,US,2023-06-01,63.05280399610179,100.0,78.33359411764707,,1945805587.0,4146949587.0,979262.0,-0.05013591060102689,-0.20940170940170943,-0.23142717497556212,-0.4964777457572847,-0.2709782104775151,-0.7171762589928057
CPE:NYSE,Callon Petroleum Company,Energy,US,2023-03-01,62.365361732478895,100.0,78.14196705882352,,2451449263.0,4689349262.0,1274497.0,-0.04466858789625359,-0.027859237536656905,-0.029519394974384015,-0.32530529172320216,0.46843853820598014,-0.629608938547486
CPE:NYSE,Callon Petroleum Company,Energy,US,2022-12-01,56.38986178517825,100.0,67.78205647058824,,2521020679.0,4890028679.0,1233171.0,-0.09107063527321194,-0.0017077335935594116,-0.34486071085494713,-0.12545415687112627,3.2893081761006293,-0.6441739130434783
CPE:NYSE,Callon Petroleum Company,Energy,US,2022-09-01,56.88658084402325,100.0,64.05942882352942,,2529479865.0,5039716865.0,1401969.0,-0.0734629294755877,-0.34373999359590135,-0.30478290366350064,0.21595965588846042,5.485759493670886,-0.604725168756027
CPE:NYSE,Callon Petroleum Company,Energy,US,2020-10-01,56.58564281848475,85.71428571428571,82.59143705882354,,191197428.0,3590546427.0,5483980.0,-0.2389240506329115,-0.5817391304347826,0.1731707317073171,-0.8800498753117206,-0.9609260763606824,-0.9374512353706111
603903:SHSE,"CSD Water Service Co., Ltd.",Industrials,CN,2024-03-01,43.86879400695757,93.31073590757593,57.12936529411765,71.7396192,289158884.57578534,470474216.9630186,5772905.0,-0.10867664979258136,-0.24540157034592908,-0.15408071234857618,-0.18661642665194242,-0.39276220573310594,-0.303909011651784
603903:SHSE,"CSD Water Service Co., Ltd.",Industrials,CN,2023-03-01,44.57011846135323,97.60703322143114,48.73003,72.7744134,363750307.7902167,527321767.7688102,1532744.0,0.01163286769578318,0.044512590503843125,0.02920572088995995,-0.25682435249610036,-0.126044509058423,-0.40844549744535835
603903:SHSE,"CSD Water Service Co., Ltd.",Industrials,CN,2022-12-01,44.789642942878615,97.60703322143114,56.84638705882353,69.9430125,348248849.3080471,509263195.2275186,1079712.0,0.09248233115480672,-0.014654557305527142,-0.07157565606742312,-0.20643788805803515,-0.23682853125421457,-0.5162042896001803
603903:SHSE,"CSD Water Service Co., Ltd.",Industrials,CN,2022-09-01,44.80842174785988,97.60703322143114,60.51889588235294,69.6990567,353428182.9250616,509045636.17915636,896196.0,-0.11827951548898245,-0.058053482676672916,-0.27749510450908643,-0.1450742207493935,-0.24499000852309735,-0.6044322225654681
733:SEHK,Hopefluent Group Holdings Limited,Real Estate,CN,2023-03-01,69.22384907656713,32.36411966023112,39.98830588235294,,147723323.8506432,268183257.6798962,2428832.0,-0.04505190849225205,-0.03012150683625775,0.2929711208725987,0.21431475196441854,-0.3447847459762877,-0.43178099313710916
733:SEHK,Hopefluent Group Holdings Limited,Real Estate,CN,2022-12-01,68.97633576120559,32.36411966023112,37.45709823529411,,152311165.72528884,273689471.11681646,440000.0,0.502948325754444,0.3331269122742672,0.07416071887034667,-0.11538488333838653,0.2908073322109732,-0.36765557343109256
733:SEHK,Hopefluent Group Holdings Limited,Real Estate,CN,2022-09-01,68.88547758192713,32.36411966023112,51.43749411764706,,114251062.08109279,234735401.6412243,100000.0,0.1273943987756905,-0.19425471875152037,-0.06083381727435382,-0.5103728883135845,-0.13936497041472948,-0.4706251706169048
PIF:TSX,Polaris Renewable Energy Inc.,Utilities,CA,2024-11-01,65.78256747987987,67.84976975859942,68.25316823529411,44.06666666666666,183000974.90936503,304079728.6334757,60289.0,-0.06472424947923618,-0.032690063513080334,0.05944176965476254,-0.037827877950662,-0.19475386466647412,0.1588483690026472
PIF:TSX,Polaris Renewable Energy Inc.,Utilities,CA,2024-03-01,67.52855482621915,67.84976975859942,66.55852411764705,44.06666666666666,182095338.30148306,314285989.81775254,43338.0,-0.1513529084562085,-0.09011473950381584,-0.20041166481804282,-0.08160787758783676,-0.20657628484098062,0.3382034743069761
PIF:TSX,Polaris Renewable Energy Inc.,Utilities,CA,2023-06-01,58.840278962187874,50.7649401463094,17.96714,44.46225683333334,223091005.20762986,374811968.54411477,13398.0,0.10091762266505792,0.078803579937983,-0.006108097506648277,-0.29579785699334715,-0.21833412964096743,0.01397341962947203
PIF:TSX,Polaris Renewable Energy Inc.,Utilities,CA,2023-03-01,57.50332023016657,50.7649401463094,7.611974117647058,44.46225683333334,209682514.7824552,361513759.45047504,91455.0,-0.061283298025573356,-0.07770753545165839,-0.2847257898225001,-0.14060153766718633,-0.3305507416480129,-0.1452339347275406
PIF:TSX,Polaris Renewable Energy Inc.,Utilities,CA,2022-12-01,64.77832142675038,37.84591264762239,10.07756,53.0469002,230780203.06825763,385585834.8773439,94697.0,-0.08665526260879257,-0.22550354326710476,-0.29159648247417336,-0.13321007266924628,-0.09638799437732587,0.07661495014560289
DTL:ASX,Data#3 Limited,Information Technology,AU,2024-11-01,58.50371316342442,68.88624472822247,45.45708416666667,76.2018504,751922847.934754,583686856.7482241,419341.0,-0.06920482758981164,-0.13787808901063894,0.0020144016536073404,0.13177288241164278,0.20069738020570604,1.2929467145435931
DTL:ASX,Data#3 Limited,Information Technology,AU,2024-08-01,79.35771590883795,68.46196778231678,42.885548823529405,86.4251537,886550454.2725114,824577501.1095737,423625.0,0.05404013426883701,0.162265323362107,-0.06891261329836433,0.1945396662732419,0.4487967553824951,2.640023153282957
DTL:ASX,Data#3 Limited,Information Technology,AU,2024-03-01,79.26165285598216,68.46196778231678,51.680034705882356,85.96945310000001,833891652.962673,771930023.4925606,766863.0,-0.1367553784830287,0.027004754668409757,0.14539546738628775,0.09899854308634401,0.3783909986178481,4.100202545627268
DTL:ASX,Data#3 Limited,Information Technology,AU,2023-06-01,77.45748342500065,70.06133281968867,25.771994705882353,71.305393,731067073.3161136,719617970.0642426,121326.0,-0.054872508113120125,-0.04752787889623371,0.024023090021661767,0.38419302881924045,0.1036070931506888,3.2594852702434682
DTL:ASX,Data#3 Limited,Information Technology,AU,2023-03-01,77.26906515246577,70.06133281968867,20.61511705882353,71.6656162,778522597.5844566,766884498.2428739,209149.0,0.0013065175951510002,0.075121326212655,0.22903975688155492,0.256979353574697,0.3839526923763165,3.333395879554668
DTL:ASX,Data#3 Limited,Information Technology,AU,2022-12-01,66.47649047846379,70.06133281968867,25.407484705882354,74.3703979,724125341.9442556,639955388.8511217,43536.0,0.08826983277083003,0.14437521216599253,0.35220112753041233,0.19044638202125225,0.14729692870831645,2.519090080476278
DTL:ASX,Data#3 Limited,Information Technology,AU,2022-09-01,66.48069634035639,70.06133281968867,32.6729105882353,75.1096714,642503378.2260065,558148901.110805,50301.0,-0.001469023553029038,0.1816064461681773,0.025161646033337724,0.08923691473659082,-0.06062947470322741,2.1623130066492484
DTL:ASX,Data#3 Limited,Information Technology,AU,2020-10-01,73.67017790887942,75.56596187355754,32.168491764705884,88.0994846,716901261.4071028,547552522.8142056,512746.00000000006,0.010964646842426057,0.3841916713707682,1.2813361727539683,1.282116926995219,3.5740840446577447,5.021154195412544
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2024-11-01,93.32062342359974,99.82112500000001,77.10982705882353,47.9826982,11772439616.0,11527466615.0,1109662.0,0.2666105465696591,0.260753972995579,0.13509450171821302,0.40785719025814593,-0.378775057628899,-0.006579254351173518
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2024-08-01,93.24747065230852,99.82112500000001,85.71941,47.3913982,9466794704.0,9120338703.0,1685055.0,0.1762473647224173,-0.0992536512027492,-0.1275944375259444,-0.5445277523059496,-0.4902878997771487,-0.2884857911552043
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2024-03-01,93.12737070939389,99.82112500000001,84.43431058823529,44.632225,10448835545.0,10230759545.0,659825.0,-0.039409506019095056,-0.0033647375504710633,-0.3728658845802766,-0.3453657164950265,-0.4433652121936641,0.02447744774477441
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2023-06-01,89.15352703453539,99.08581867468902,83.24313529411765,12.076874999999998,16268705735.0,15792115735.0,427916.0,-0.053990925894807584,-0.010632315208604188,-0.18697648893766972,-0.002462966900559902,-0.13514302393461766,1.6663351330870515
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2023-03-01,89.04676179656079,99.08581867468902,81.89199470588235,,16465151909.0,16134433908.0,530922.0,-0.1650966927839892,-0.17823926982843288,-0.17906916351674987,-0.14970113568439936,-0.26473704612999094,1.8808221952207371
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2022-12-01,83.41710944264808,99.86262500000001,65.34361647058824,,20034527512.0,19746364512.0,556951.0,0.010241895480143702,-0.0010098969905068698,0.22694733857821256,-0.17974839489208452,-0.16715979889827032,3.2992673537812003
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2022-09-01,82.66762037399315,99.86262500000001,59.34047,,20054324342.0,19804285342.0,281019.0,0.04369692224296811,0.22818768162165987,0.035774058577405767,-0.29558943089430895,0.1269836108220604,3.635147786545406
PAYC:NYSE,"Paycom Software, Inc.",Industrials,US,2020-10-01,77.09187532629156,100.0,1.8478211764705883,,18458592755.0,18398095754.0,776542.0,0.0420135275754423,0.0005620433397864449,0.7095603926589842,0.5410214484947581,1.1249336870026523,7.906058921623124
PNBS:IDX,PT Bank Panin Dubai Syariah Tbk,Financials,ID,2024-03-01,41.01605337177118,32.49887944398134,83.81268,,125938141.44732153,0.0,9515400.0,-0.037699116743932386,-0.10779202188573611,-0.1623756418744784,-0.24622465268539834,-0.31348613055096064,-0.342070056168542
PNBS:IDX,PT Bank Panin Dubai Syariah Tbk,Financials,ID,2023-03-01,51.66425065749182,36.317391742852976,51.29593,,167076492.8781347,0.0,48325600.0,-0.043933114470043326,-0.1299250817407123,-0.13516880323989408,-0.0892327907846653,-0.427149556787168,-0.3201729479300787
PNBS:IDX,PT Bank Panin Dubai Syariah Tbk,Financials,ID,2020-10-01,49.93855815724196,58.7995652904755,24.77024,,80663099.6983429,0.0,365300.0,-0.005353066734898702,-0.022960952913212998,0.11484516506972484,-0.06326283181389147,-0.23113046526485065,-0.7804875907929176
NGL:NYSE,NGL Energy Partners LP,Energy,US,2024-11-01,40.05954413122843,76.23094980983994,48.60597142857143,,535351575.0,4518610574.0,275657.0,-0.10222222222222221,-0.1236442516268981,-0.2998266897746967,-0.040380047505938224,1.8251748251748254,-0.5258467023172906
NGL:NYSE,NGL Energy Partners LP,Energy,US,2024-08-01,40.743780478332205,76.23094980983994,48.36733071428571,,610883851.0,4389418851.0,240298.0,-0.08893280632411053,-0.20103986135181964,-0.20926243567752997,0.08983451536643022,1.8282208588957058,-0.5816122584943372
NGL:NYSE,NGL Energy Partners LP,Energy,US,2024-03-01,41.47190912517469,75.96030803955807,48.358416470588224,,801702234.0,4451429234.0,575900.0,0.03773584905660373,0.42018779342723006,0.5714285714285714,0.7042253521126761,1.725225225225225,-0.3785440613026821
NGL:NYSE,NGL Energy Partners LP,Energy,US,2023-06-01,40.66507689475607,75.96030803955807,51.075316470588234,,443275872.0,4251777871.9999995,1211300.0,0.15463917525773185,-0.053521126760563364,1.9217391304347826,0.6633663366336633,0.36032388663967596,-0.4318965517241378
NGL:NYSE,NGL Energy Partners LP,Energy,US,2023-03-01,36.97840395276225,46.564270748799494,46.74124529411765,,466192184.0,4636761184.0,2163418.0,1.1913580246913578,2.0869565217391304,1.3986486486486485,0.5990990990990989,0.36538461538461525,-0.41229508196721304
NGL:NYSE,NGL Energy Partners LP,Energy,US,2022-12-01,36.43928166611537,46.564270748799494,68.27769647058824,,150300366.0,4557555365.0,1058430.0,-0.19580419580419584,-0.22297297297297303,-0.43069306930693074,-0.39473684210526316,-0.4956140350877193,-0.596875
NGL:NYSE,NGL Energy Partners LP,Energy,US,2022-09-01,37.466804544935904,46.564270748799494,65.10089176470589,,193430036.0,4550882035.0,335722.0,-0.09202453987730057,-0.26732673267326734,-0.3333333333333334,-0.11377245508982033,-0.6220095693779903,-0.3430167597765362
NGL:NYSE,NGL Energy Partners LP,Energy,US,2020-10-01,48.266432318816825,20.0,47.94683470588235,39.0000006,522813163.00000006,4868826162.0,358832.0,-0.028708133971291894,0.05707196029776663,1.1756097560975611,-0.6183539694100512,-0.423728813559322,-0.41872877244056295
BABP:IDX,PT Bank MNC Internasional Tbk,Financials,ID,2024-03-01,,,82.46188000000001,44.968382999999996,145613011.99592823,0.0,4874800.0,-0.07139312526130177,-0.21625652118590163,-0.3929053789914717,-0.4824015622281487,-0.7546479641831613,-0.06083725664842858
BABP:IDX,PT Bank MNC Internasional Tbk,Financials,ID,2023-03-01,,,45.63393,31.948668,200589547.84373063,0.0,126556300.0,0.03384966574270332,-0.11543570963756834,-0.23978717104190447,-0.5259799529669642,0.2640803340761271,0.6888710506841926
BABP:IDX,PT Bank MNC Internasional Tbk,Financials,ID,2020-10-01,,,49.45758,9.982088999999998,85289823.99857251,0.0,2900.0,-0.005353066734898702,-0.022960952913212998,0.11484516506972484,-0.04452808845016932,0.014907785850397088,-0.29756029053733635
MALT:ENXTPA,Malteries Franco-Belges Société Anonyme,Consumer Staples,FR,2022-09-01,76.60439533651297,23.53441932134058,56.86758647058824,90.0,256858559.904392,256953171.99482128,20.0,0.07566487947936673,-0.04628646312495,-0.2830514888955282,-0.49286020339862374,-0.17104331907863235,-0.08969200549903035
OOREDOO:PLSE,Wataniya Palestine Mobile Telecommunication - Public Shareholding Company,Communication Services,PS,2021-09-01,75.5599405506807,42.891491056972725,76.1360205882353,,254910000.0,237703760.0,5180.0,-0.05434782608695657,0.06097560975609762,0.10126582278481007,0.08749999999999994,-0.1470588235294118,0.06097560975609762
KABO:CASE,El-Nasr Clothing & Textiles Co. (KABO),Consumer Discretionary,EG,2024-08-01,41.78169303947293,0.0,71.56728166666666,,23860848.444890823,26921752.673662245,3999415.0,0.06191859182459199,0.1577399010493752,-0.498409646358275,-0.2454417392646399,0.6409698950100644,0.07281830191937205
KABO:CASE,El-Nasr Clothing & Textiles Co. (KABO),Consumer Discretionary,EG,2023-11-01,35.81240652706966,0.0,13.993806470588236,,31431257.07535721,49052638.61874788,2444660.0,0.15916892478744646,-0.006040597050807621,0.20354507716148018,1.166678930269385,0.18147427387270165,-0.06187469723255431
